"TRDAPL","TRDCOD","TRDNUO","TRDNUI","TRDCNV","TRDJUS","TRDIMV","TRDDFT"
"SAT","RNC3","010","002","N","I","N",""
"SAT","RNC3","011","003","N","I","N",""
"SAT","RNC3","012","007","N","D","N",""
"SAT","RNC3","013","K2A","N","I","N",""
"SAT","RNC3","016","014","N","I","N",""
"SAT","RNC3","017","018","C","I","N",""
"SAT","RNC3","018","019","C","I","N",""
"SAT","RNC3","019","I22","N","I","N",""
"SAT","RNC3","020","018","N","I","N",""
"SAT","RNC3","021","037","N","D","N",""
"SAT","RNC3","022","049","N","I","N",""
"SAT","RNC3","023","","N","I","","*BLANKS"
"SAT","RNC3","024","030","C","I","N",""
"SAT","RNC3","025","031","C","I","N",""
"SAT","RNC3","026","032","N","D","N",""
"SAT","RNC3","027","APL","C","I","N",""
"SAT","RNC3","028","","N","I","","*ZEROS"
"SAT","RNC3","029","037","N","I","N",""
"SAT","RNC3","030","","N","I","","*BLANKS"
"SAT","RNC3","031","","N","I","","*ZEROS"
"SAT","RNC3","032","041","N","I","N",""
"SAT","RNC3","033","042","N","I","N",""
"SAT","RNC3","034","COM","N","I","N",""
"SAT","RNC3","035","","N","I","","0040201"
"SAT","RNC3","036","011","N","I","N",""
"SAT","RNC3","037","037","N","I","N",""
"SAT","RNC3","038","","N","I","","*DATE"
"SAT","RNC3","039","","N","I","","*ZEROS"
"SAT","RNC3","040","","N","I","","*BLANKS"
"SAT","RNC3","041","","N","I","","*BLANKS"
"SAT","RNC3","042","","N","I","","$"
"SAT","RNC3","043","","N","I","","*DATE"
"SAT","RNP2","001","","N","I","","SWT1"
"SAT","RNP2","002","","N","I","","MP01"
"SAT","RNP2","003","","N","I","",""
"SAT","RNP2","004","001","C","I","N",""
"SAT","RNP2","005","","N","I","","0"
"SAT","RNP2","006","","N","I","","P"
"SAT","RNP2","007","","N","I","","44"
"SAT","RNP2","008","","N","I","","1200"
"SAT","RNP2","009","","N","I","","19"
"SAT","RNP2","010","003","N","I","N",""
"SAT","RNP2","011","004","N","I","",""
"SAT","RNP2","012","","N","I","","*ZEROS"
"SAT","RNP2","013","","N","I","","*ZEROS"
"SAT","RNP2","014","007","N","I","N",""
"SAT","RNP2","015","","N","I","","*ZEROS"
"SAT","RNP2","016","K2A","N","I","N",""
"SAT","RNP2","017","","N","I","","0000"
"SAT","RNP2","018","018","N","I","N","0002"
"SAT","RNP2","019","019","C","I","N",""
"SAT","RNP2","020","I22","N","I","N",""
"SAT","RNP2","021","018","N","I","N","0002"
"SAT","RNP2","022","037","N","I","N",""
"SAT","RNP2","023","","N","I","","*BLANKS"
"SAT","RNP2","024","","N","I","","*ZEROS"
"SAT","RNP2","025","","N","I","","*ZEROS"
"SAT","RNP2","026","032","N","I","N","00000000001"
"SAT","RNP2","027","APL","C","I","N",""
"SAT","RNP2","028","037","N","I","N",""
"SAT","RNP2","029","041","N","I","N","119"
"SAT","RNP2","030","042","N","I","N","605"
"SAT","RNP2","031","COM","N","I","N",""
"SAT","RNP2","032","049","N","I","N","170"
"SAT","RNP2","033","","N","I","","*ZEROS"
"SAT","RNP2","034","","N","I","","*ZEROS"
"SAT","RNP2","035","","N","I","","*BLANKS"
"SAT","RNP2","036","","N","I","","*ZEROS"
"SAT","RNP2","037","","N","I","","*BLANKS"
"SAT","RNP2","038","","N","I","","*BLANKS"
"SAT","RNP2","039","","N","I","","*BLANKS"
"SAT","RNP2","040","","N","I","","*ZEROS"
"SAT","RNP2","041","002","N","I","N",""
"SAT","RNP2","043","","N","I","",""
"SAT","RNP2","044","","N","I","","$"
"SAT","RNP2","045","","N","I","","*BLANKS"
"SAT","RNR4","001","","N","I","","SWT1"
"SAT","RNR4","002","","N","I","","MP01"
"SAT","RNR4","003","","N","I","",""
"SAT","RNR4","004","001","C","I","N",""
"SAT","RNR4","005","","N","I","","0"
"SAT","RNR4","006","","N","I","","P"
"SAT","RNR4","007","","N","I","","08"
"SAT","RNR4","008","","N","I","","1420"
"SAT","RNR4","009","","N","I","","19"
"SAT","RNR4","010","003","N","I","N",""
"SAT","RNR4","011","004","N","D","",""
"SAT","RNR4","012","","N","I","","*ZEROS"
"SAT","RNR4","013","","N","I","","*ZEROS"
"SAT","RNR4","014","","N","I","N",""
"SAT","RNR4","015","K2A","N","I","N",""
"SAT","RNR4","016","037","N","D","N",""
"SAT","RNR4","017","","N","I","","*BLANKS"
"SAT","RNR4","018","032","N","D","N",""
"SAT","RNR4","019","FRN","C","I","N",""
"SAT","RNR4","020","","N","I","","*ZEROS"
"SAT","RNR4","021","037","N","I","N",""
"SAT","RNR4","022","038","N","I","N",""
"SAT","RNR4","023","","N","I","","000"
"SAT","RNR4","024","041","N","I","N",""
"SAT","RNR4","025","042","N","I","N",""
"SAT","RNR4","026","","N","I","","000"
"SAT","RNR4","027","049","N","I","N",""
"SAT","RNR4","028","","N","I","","*ZEROS"
"SAT","RNR4","029","","N","I","","*ZEROS"
"SAT","RNR4","030","","N","I","","*BLANKS"
"SAT","RNR4","031","056","N","I","N",""
"SAT","RNR4","032","","N","I","N",""
"SAT","RNR4","033","","N","I","N","*DATE"
"SAT","RNR4","034","","N","I","",""
"SAT","RNR4","035","","N","I","N","$"
"SAT","RNR4","036","049","N","I","N",""
"SAT","RNR4","037","","N","I","N",""
"SAT","RNR4","038","002","N","I","N",""
"SAT","RNR4","14A","","N","I","N","*DATE"
"SAT","RNR4","14B","07A","N","I","N",""
"SAT","RNR4","14C","07B","N","I","N",""
"SAT","RNR4","14D","012","N","I","N",""
"SAT","RNR5","001","","N","I","","SWT1"
"SAT","RNR5","002","","N","I","","MP01"
"SAT","RNR5","003","","N","I","",""
"SAT","RNR5","004","001","C","I","N",""
"SAT","RNR5","005","","N","I","","0"
"SAT","RNR5","006","","N","I","","P"
"SAT","RNR5","007","","N","I","","08"
"SAT","RNR5","008","","N","I","","1420"
"SAT","RNR5","009","","N","I","","19"
"SAT","RNR5","010","003","N","I","N",""
"SAT","RNR5","011","004","N","D","",""
"SAT","RNR5","012","","N","I","","*ZEROS"
"SAT","RNR5","013","","N","I","","*ZEROS"
"SAT","RNR5","014","","N","I","N",""
"SAT","RNR5","015","K2A","N","I","N",""
"SAT","RNR5","016","037","N","D","N",""
"SAT","RNR5","017","","N","I","","*BLANKS"
"SAT","RNR5","018","032","N","D","N",""
"SAT","RNR5","019","APL","C","I","N",""
"SAT","RNR5","020","","N","I","","*ZEROS"
"SAT","RNR5","021","037","N","I","N",""
"SAT","RNR5","022","038","N","I","N",""
"SAT","RNR5","023","","N","I","","000"
"SAT","RNR5","024","041","N","I","N",""
"SAT","RNR5","025","042","N","I","N",""
"SAT","RNR5","026","","N","I","","0191729S00000000000000"
"SAT","RNR5","027","049","N","I","N",""
"SAT","RNR5","028","","N","I","","*ZEROS"
"SAT","RNR5","029","","N","I","","*ZEROS"
"SAT","RNR5","030","","N","I","","*BLANKS"
"SAT","RNR5","031","056","N","I","N",""
"SAT","RNR5","032","","N","I","N",""
"SAT","RNR5","033","","N","I","N","*DATE"
"SAT","RNR5","034","","N","I","",""
"SAT","RNR5","035","","N","I","N","$"
"SAT","RNR5","036","049","N","I","N",""
"SAT","RNR5","037","","N","I","N",""
"SAT","RNR5","038","002","N","I","N",""
"SAT","RNR5","14A","","N","I","N","*DATE"
"SAT","RNR5","14B","07A","N","I","N",""
"SAT","RNR5","14C","07B","N","I","N",""
"SAT","RNR5","14D","012","N","I","N",""
"SAT","RNST","001","TCV","C","I","N",""
"SAT","RNS1","001","","N","I","","SWT1"
"SAT","RNS1","002","","N","I","","MP01"
"SAT","RNS1","003","","N","I","",""
"SAT","RNS1","004","011","N","I","N",""
"SAT","RNS1","005","","N","I","","0"
"SAT","RNS1","006","","N","I","","P"
"SAT","RNS1","007","","N","I","","06"
"SAT","RNS1","008","","N","I","","1120"
"SAT","RNS1","009","","N","I","","19"
"SAT","RNS1","010","002","N","I","N",""
"SAT","RNS1","011","003","N","I","N",""
"SAT","RNS1","012","004","N","D","",""
"SAT","RNS1","013","","N","D","","*ZEROS"
"SAT","RNS1","014","","N","D","","*ZEROS"
"SAT","RNS1","015","","N","I","N",""
"SAT","RNS1","016","K2A","N","I","N",""
"SAT","RNS1","018","018","C","I","N",""
"SAT","RNS1","019","019","C","I","N",""
"SAT","RNS1","020","I22","N","I","N",""
"SAT","RNS1","021","018","C","I","N",""
"SAT","RNS1","022","037","N","D","N",""
"SAT","RNS1","023","049","N","I","N",""
"SAT","RNS1","024","","N","I","","*BLANKS"
"SAT","RNS1","025","","N","I","","*ZEROS"
"SAT","RNS1","026","","N","I","","*ZEROS"
"SAT","RNS1","027","032","C","I","N",""
"SAT","RNS1","028","APL","C","I","N",""
"SAT","RNS1","030","","N","I","","*ZEROS"
"SAT","RNS1","031","037","N","I","N",""
"SAT","RNS1","032","038","N","I","N",""
"SAT","RNS1","033","","N","I","","*ZEROS"
"SAT","RNS1","034","041","N","I","N",""
"SAT","RNS1","035","042","N","I","N",""
"SAT","RNS1","036","COM","N","I","N",""
"SAT","RNS1","037","","N","I","","000"
"SAT","RNS1","038","049","N","I","N",""
"SAT","RNS1","039","","N","I","","*ZEROS"
"SAT","RNS1","040","","N","I","","*ZEROS"
"SAT","RNS1","041","","N","I","","*BLANKS"
"SAT","RNS1","042","056","N","I","N",""
"SAT","RNS1","043","011","N","I","N",""
"SAT","RNS1","044","","N","I","","*DATE"
"SAT","RNS1","045","","N","I","","*ZEROS"
"SAT","RNS1","046","","N","I","","*BLANKS"
"SAT","RNS1","047","132","C","I","N",""
"SAT","RNS1","048","","N","I","","*ZEROS"
"SAT","RNS1","049","","N","I","","*ZEROS"
"SAT","RNS1","050","135","N","I","N",""
"SAT","RNS1","051","","N","I","","*BLANKS"
"SAT","RNS1","052","","N","I","","$"
"SAT","RNS1","053","037","N","I","N",""
"SAT","RNS1","054","","N","I","N","*DATE"
"SAT","RNS1","055","07A","N","I","N",""
"SAT","RNS1","056","07B","N","I","N",""
"SAT","RNS1","057","012","N","I","N",""
"SAT","RNS2","001","","N","I","","SWT1"
"SAT","RNS2","002","","N","I","","MP01"
"SAT","RNS2","003","","N","I","",""
"SAT","RNS2","004","011","N","I","N",""
"SAT","RNS2","005","","N","I","N","0"
"SAT","RNS2","006","","N","I","","P"
"SAT","RNS2","007","","N","I","","06"
"SAT","RNS2","008","","N","I","","1220"
"SAT","RNS2","009","","N","I","","19"
"SAT","RNS2","010","002","N","I","N",""
"SAT","RNS2","011","003","N","I","N",""
"SAT","RNS2","012","004","N","D","",""
"SAT","RNS2","013","","N","D","","*ZEROS"
"SAT","RNS2","014","","N","D","","*ZEROS"
"SAT","RNS2","015","","N","I","N",""
"SAT","RNS2","016","K2A","N","I","N",""
"SAT","RNS2","018","018","C","I","N",""
"SAT","RNS2","019","019","C","I","N",""
"SAT","RNS2","020","I22","N","I","N",""
"SAT","RNS2","021","018","C","I","N",""
"SAT","RNS2","022","037","N","D","N",""
"SAT","RNS2","023","049","N","I","N",""
"SAT","RNS2","024","","N","I","","*BLANKS"
"SAT","RNS2","025","","N","I","","*ZEROS"
"SAT","RNS2","026","","N","I","","*ZEROS"
"SAT","RNS2","027","032","C","I","N",""
"SAT","RNS2","028","APL","C","I","N",""
"SAT","RNS2","030","","N","I","","*ZEROS"
"SAT","RNS2","031","037","N","I","N",""
"SAT","RNS2","032","038","N","I","N",""
"SAT","RNS2","033","","N","I","","*ZEROS"
"SAT","RNS2","034","041","N","I","N",""
"SAT","RNS2","035","042","N","I","N",""
"SAT","RNS2","036","COM","N","I","N",""
"SAT","RNS2","037","","N","I","","000"
"SAT","RNS2","038","049","N","I","N",""
"SAT","RNS2","039","","N","I","","*ZEROS"
"SAT","RNS2","040","","N","I","","*ZEROS"
"SAT","RNS2","041","","N","I","","*BLANKS"
"SAT","RNS2","042","","N","I","",""
"SAT","RNS2","043","011","N","I","N",""
"SAT","RNS2","044","","N","I","","*DATE"
"SAT","RNS2","045","","N","I","","*ZEROS"
"SAT","RNS2","046","","N","I","","*BLANKS"
"SAT","RNS2","047","132","C","I","N",""
"SAT","RNS2","048","","N","I","","*ZEROS"
"SAT","RNS2","049","","N","I","","*ZEROS"
"SAT","RNS2","050","135","N","I","N",""
"SAT","RNS2","051","","N","I","","*BLANKS"
"SAT","RNS2","052","","N","I","","$"
"SAT","RNS2","053","037","N","I","N",""
"SAT","RNS2","054","","N","I","N","*DATE"
"SAT","RNS2","055","07A","N","I","N",""
"SAT","RNS2","056","07B","N","I","N",""
"SAT","RNS2","057","012","N","I","N",""
"SAT","RNS3","001","","N","I","","SWT1"
"SAT","RNS3","002","","N","I","","MP01"
"SAT","RNS3","003","","N","I","",""
"SAT","RNS3","004","011","N","I","N",""
"SAT","RNS3","005","","N","I","","0"
"SAT","RNS3","006","","N","I","","P"
"SAT","RNS3","007","","N","I","","06"
"SAT","RNS3","008","","N","I","","1220"
"SAT","RNS3","009","","N","I","","19"
"SAT","RNS3","010","002","N","I","N",""
"SAT","RNS3","011","003","N","I","N",""
"SAT","RNS3","012","004","N","D","",""
"SAT","RNS3","013","","N","D","","*ZEROS"
"SAT","RNS3","014","","N","D","","*ZEROS"
"SAT","RNS3","015","","N","I","N",""
"SAT","RNS3","016","K2A","N","I","N",""
"SAT","RNS3","018","018","C","I","N",""
"SAT","RNS3","019","019","C","I","N",""
"SAT","RNS3","020","I22","N","I","N",""
"SAT","RNS3","021","018","C","I","N",""
"SAT","RNS3","022","037","N","D","N",""
"SAT","RNS3","023","049","N","I","N",""
"SAT","RNS3","024","","N","I","","*BLANKS"
"SAT","RNS3","025","030","C","I","N",""
"SAT","RNS3","026","031","C","I","N",""
"SAT","RNS3","027","032","N","D","N",""
"SAT","RNS3","028","FRN","C","I","N",""
"SAT","RNS3","030","","N","I","","*ZEROS"
"SAT","RNS3","031","037","N","I","N",""
"SAT","RNS3","032","038","N","I","N",""
"SAT","RNS3","033","","N","I","","*ZEROS"
"SAT","RNS3","034","041","N","I","N",""
"SAT","RNS3","035","042","N","I","N",""
"SAT","RNS3","036","COM","N","I","N",""
"SAT","RNS3","037","","N","I","","000"
"SAT","RNS3","038","049","N","I","N",""
"SAT","RNS3","039","","N","I","","*ZEROS"
"SAT","RNS3","040","","N","I","","*ZEROS"
"SAT","RNS3","041","","N","I","","*BLANKS"
"SAT","RNS3","042","","N","I","",""
"SAT","RNS3","043","011","N","I","N",""
"SAT","RNS3","044","","N","I","N","*DATE"
"SAT","RNS3","045","","N","I","","*ZEROS"
"SAT","RNS3","046","","N","I","","*ZEROS"
"SAT","RNS3","047","132","C","I","N",""
"SAT","RNS3","048","","N","I","","*ZEROS"
"SAT","RNS3","049","","N","I","","*ZEROS"
"SAT","RNS3","050","135","N","I","N",""
"SAT","RNS3","051","","N","I","","*BLANKS"
"SAT","RNS3","052","","N","I","","$"
"SAT","RNS3","053","037","N","I","N",""
"SAT","RNS3","054","014","N","I","N",""
"SAT","RNS3","15A","","N","I","N","*DATE"
"SAT","RNS3","15B","07A","N","I","N",""
"SAT","RNS3","15C","07B","N","I","N",""
"SAT","RNS3","15D","012","N","I","N",""
"SAT","RNS4","001","","N","I","","SWT1"
"SAT","RNS4","002","","N","I","","MP01"
"SAT","RNS4","003","","N","I","",""
"SAT","RNS4","004","011","N","I","N",""
"SAT","RNS4","005","","N","I","","0"
"SAT","RNS4","006","","N","I","","P"
"SAT","RNS4","007","","N","I","","06"
"SAT","RNS4","008","","N","I","","1220"
"SAT","RNS4","009","","N","I","","19"
"SAT","RNS4","010","002","N","I","N",""
"SAT","RNS4","011","003","N","I","N",""
"SAT","RNS4","012","004","N","D","",""
"SAT","RNS4","013","","N","D","","*ZEROS"
"SAT","RNS4","014","","N","D","","*ZEROS"
"SAT","RNS4","015","","N","I","",""
"SAT","RNS4","016","K2A","N","I","N",""
"SAT","RNS4","018","018","C","I","N",""
"SAT","RNS4","019","019","C","I","N",""
"SAT","RNS4","020","I22","N","I","N",""
"SAT","RNS4","021","018","C","I","N",""
"SAT","RNS4","022","037","N","D","N",""
"SAT","RNS4","023","049","N","I","N",""
"SAT","RNS4","024","","N","I","","*BLANKS"
"SAT","RNS4","025","030","C","I","N",""
"SAT","RNS4","026","031","C","I","N",""
"SAT","RNS4","027","032","N","D","N",""
"SAT","RNS4","028","FRN","C","I","N",""
"SAT","RNS4","030","","N","I","","*ZEROS"
"SAT","RNS4","031","037","N","I","N",""
"SAT","RNS4","032","038","N","I","N",""
"SAT","RNS4","033","","N","I","","*ZEROS"
"SAT","RNS4","034","041","N","I","N",""
"SAT","RNS4","035","042","N","I","N",""
"SAT","RNS4","036","COM","N","I","N",""
"SAT","RNS4","037","","N","I","","0150201"
"SAT","RNS4","038","049","N","I","N",""
"SAT","RNS4","039","","N","I","","*ZEROS"
"SAT","RNS4","040","","N","I","","*ZEROS"
"SAT","RNS4","041","","N","I","","*BLANKS"
"SAT","RNS4","042","","N","I","",""
"SAT","RNS4","043","011","N","I","N",""
"SAT","RNS4","044","","N","I","N","*DATE"
"SAT","RNS4","045","","N","I","","*ZEROS"
"SAT","RNS4","046","","N","I","","*ZEROS"
"SAT","RNS4","047","132","C","I","N",""
"SAT","RNS4","048","","N","I","","*ZEROS"
"SAT","RNS4","049","","N","I","","*ZEROS"
"SAT","RNS4","050","135","N","I","N",""
"SAT","RNS4","051","","N","I","","*BLANKS"
"SAT","RNS4","052","","N","I","","$"
"SAT","RNS4","053","037","N","I","N",""
"SAT","RNS4","054","014","N","I","N",""
"SAT","RNS4","058","","N","I","","09050"
"SAT","RNS4","059","067","N","I","N",""
"SAT","RNS4","060","","N","I","",""
"SAT","RNS4","15A","","N","I","","*DATE"
"SAT","RNS4","15B","07A","N","I","N",""
"SAT","RNS4","15C","07B","N","I","N",""
"SAT","RNS4","15D","012","N","I","N",""
"SAT","RNS5","001","","N","I","","SWT1"
"SAT","RNS5","002","","N","I","","MP01"
"SAT","RNS5","003","","N","I","",""
"SAT","RNS5","004","011","N","I","N",""
"SAT","RNS5","005","","N","I","","0"
"SAT","RNS5","006","","N","I","","P"
"SAT","RNS5","007","","N","I","","06"
"SAT","RNS5","008","","N","I","","1120"
"SAT","RNS5","009","","N","I","","19"
"SAT","RNS5","010","002","N","I","N",""
"SAT","RNS5","011","003","N","I","N",""
"SAT","RNS5","012","004","N","D","",""
"SAT","RNS5","013","","N","D","","*ZEROS"
"SAT","RNS5","014","","N","D","","*ZEROS"
"SAT","RNS5","015","","N","I","",""
"SAT","RNS5","016","K2A","N","I","N",""
"SAT","RNS5","018","018","C","I","N",""
"SAT","RNS5","019","019","C","I","N",""
"SAT","RNS5","020","I22","N","I","N",""
"SAT","RNS5","021","018","C","I","N",""
"SAT","RNS5","022","037","N","D","N",""
"SAT","RNS5","023","049","N","I","N",""
"SAT","RNS5","024","","N","I","","*BLANKS"
"SAT","RNS5","025","","N","I","","*ZEROS"
"SAT","RNS5","026","","N","I","","*ZEROS"
"SAT","RNS5","027","032","C","I","N",""
"SAT","RNS5","028","FRN","C","I","N",""
"SAT","RNS5","030","","N","I","","*ZEROS"
"SAT","RNS5","031","037","N","I","N",""
"SAT","RNS5","032","038","N","I","N",""
"SAT","RNS5","033","","N","I","","*ZEROS"
"SAT","RNS5","034","041","N","I","N",""
"SAT","RNS5","035","042","N","I","N",""
"SAT","RNS5","036","COM","N","I","N",""
"SAT","RNS5","037","","N","I","","000"
"SAT","RNS5","038","049","N","I","N",""
"SAT","RNS5","039","","N","I","","*ZEROS"
"SAT","RNS5","040","","N","I","","*ZEROS"
"SAT","RNS5","041","","N","I","","*BLANKS"
"SAT","RNS5","042","056","N","I","N",""
"SAT","RNS5","043","011","N","I","N",""
"SAT","RNS5","044","","N","I","","*DATE"
"SAT","RNS5","045","","N","I","","*ZEROS"
"SAT","RNS5","046","","N","I","","*BLANKS"
"SAT","RNS5","047","132","C","I","N",""
"SAT","RNS5","048","","N","I","","*ZEROS"
"SAT","RNS5","049","","N","I","","*ZEROS"
"SAT","RNS5","050","135","N","I","N",""
"SAT","RNS5","051","","N","I","","*BLANKS"
"SAT","RNS5","052","","N","I","","$"
"SAT","RNS5","053","037","N","I","N",""
"SAT","RNS5","054","014","N","I","N",""
"SAT","RNS5","15A","","N","I","","*DATE"
"SAT","RNS5","15B","07A","N","I","N",""
"SAT","RNS5","15C","07B","N","I","N",""
"SAT","RNS5","15D","012","N","I","N",""
"SAT","RNS6","001","","N","I","","SWT1"
"SAT","RNS6","002","","N","I","","MP01"
"SAT","RNS6","003","","N","I","",""
"SAT","RNS6","004","011","N","I","N",""
"SAT","RNS6","005","","N","I","","0"
"SAT","RNS6","006","","N","I","","P"
"SAT","RNS6","007","","N","I","","06"
"SAT","RNS6","008","","N","I","","1120"
"SAT","RNS6","009","","N","I","","19"
"SAT","RNS6","010","002","N","I","N",""
"SAT","RNS6","011","003","N","I","N",""
"SAT","RNS6","012","004","N","D","",""
"SAT","RNS6","013","","N","D","","*ZEROS"
"SAT","RNS6","014","","N","D","","*ZEROS"
"SAT","RNS6","015","K2A","N","I","N",""
"SAT","RNS6","016","K2A","N","I","N",""
"SAT","RNS6","018","018","C","I","N",""
"SAT","RNS6","019","019","C","I","N",""
"SAT","RNS6","020","I22","N","I","N",""
"SAT","RNS6","021","018","C","I","N",""
"SAT","RNS6","022","037","N","D","N",""
"SAT","RNS6","023","049","N","I","N",""
"SAT","RNS6","024","","N","I","","*BLANKS"
"SAT","RNS6","025","","N","I","","*ZEROS"
"SAT","RNS6","026","","N","I","","*ZEROS"
"SAT","RNS6","027","032","N","D","N",""
"SAT","RNS6","028","FRN","C","I","N",""
"SAT","RNS6","029","","N","I","","*ZEROS"
"SAT","RNS6","030","037","N","I","N",""
"SAT","RNS6","032","038","N","I","N",""
"SAT","RNS6","033","","N","I","","*ZEROS"
"SAT","RNS6","034","041","N","I","N",""
"SAT","RNS6","035","042","N","I","N",""
"SAT","RNS6","036","COM","N","I","N",""
"SAT","RNS6","037","","N","I","","0150201"
"SAT","RNS6","038","049","N","I","N",""
"SAT","RNS6","039","","N","I","","*ZEROS"
"SAT","RNS6","040","","N","I","","*ZEROS"
"SAT","RNS6","041","","N","I","","*BLANKS"
"SAT","RNS6","042","056","N","I","N",""
"SAT","RNS6","043","011","N","I","N",""
"SAT","RNS6","044","","N","I","","*DATE"
"SAT","RNS6","045","","N","I","","*ZEROS"
"SAT","RNS6","046","","N","I","","*ZEROS"
"SAT","RNS6","047","032","C","I","N",""
"SAT","RNS6","048","","N","I","","*ZEROS"
"SAT","RNS6","049","","N","I","","*ZEROS"
"SAT","RNS6","050","135","N","I","N",""
"SAT","RNS6","051","","N","I","","*BLANKS"
"SAT","RNS6","052","","N","I","","$"
"SAT","RNS6","053","037","N","I","N",""
"SAT","RNS6","054","014","N","I","N",""
"SAT","RNS6","15A","","N","I","","*DATE"
"SAT","RNS6","15B","07A","N","I","N",""
"SAT","RNS6","15C","07B","N","I","N",""
"SAT","RNS6","15D","012","N","I","N",""
"SAT","RNS7","001","","N","I","","SWT1"
"SAT","RNS7","002","","N","I","","MP01"
"SAT","RNS7","003","","N","I","",""
"SAT","RNS7","004","011","N","I","N",""
"SAT","RNS7","005","","N","I","","0"
"SAT","RNS7","006","","N","I","","P"
"SAT","RNS7","007","","N","I","","06"
"SAT","RNS7","008","","N","I","","1220"
"SAT","RNS7","009","","N","I","","19"
"SAT","RNS7","010","002","N","I","N",""
"SAT","RNS7","011","003","N","I","N",""
"SAT","RNS7","012","004","N","D","",""
"SAT","RNS7","013","","N","D","","*ZEROS"
"SAT","RNS7","014","","N","D","","*ZEROS"
"SAT","RNS7","015","","N","I","N",""
"SAT","RNS7","016","K2A","N","I","N",""
"SAT","RNS7","018","018","C","I","N",""
"SAT","RNS7","019","019","C","I","N",""
"SAT","RNS7","020","I22","N","I","N",""
"SAT","RNS7","021","018","C","I","N",""
"SAT","RNS7","022","037","N","D","N",""
"SAT","RNS7","023","049","N","I","N",""
"SAT","RNS7","024","","N","I","","*BLANKS"
"SAT","RNS7","025","030","N","I","N",""
"SAT","RNS7","026","031","N","I","N",""
"SAT","RNS7","027","032","N","D","N",""
"SAT","RNS7","028","APL","C","I","N",""
"SAT","RNS7","030","","N","I","","*ZEROS"
"SAT","RNS7","031","037","N","I","N",""
"SAT","RNS7","032","038","N","I","N",""
"SAT","RNS7","033","","N","I","","*ZEROS"
"SAT","RNS7","034","041","N","I","N",""
"SAT","RNS7","035","042","N","I","N",""
"SAT","RNS7","036","COM","N","I","N",""
"SAT","RNS7","037","","N","I","","0191729S00000000000000"
"SAT","RNS7","038","049","N","I","N",""
"SAT","RNS7","039","","N","I","","*ZEROS"
"SAT","RNS7","040","","N","I","","*ZEROS"
"SAT","RNS7","041","","N","I","","*BLANKS"
"SAT","RNS7","042","","N","I","",""
"SAT","RNS7","043","011","N","I","N",""
"SAT","RNS7","044","","N","I","N","*DATE"
"SAT","RNS7","045","","N","I","","*ZEROS"
"SAT","RNS7","046","","N","I","","*ZEROS"
"SAT","RNS7","047","132","C","I","N",""
"SAT","RNS7","048","","N","I","","*ZEROS"
"SAT","RNS7","049","","N","I","","*ZEROS"
"SAT","RNS7","050","135","N","I","N",""
"SAT","RNS7","051","","N","I","","*BLANKS"
"SAT","RNS7","052","","N","I","","$"
"SAT","RNS7","053","037","N","I","N",""
"SAT","RNS7","054","014","N","I","N",""
"SAT","RNS7","15A","","N","I","N","*DATE"
"SAT","RNS7","15B","07A","N","I","N",""
"SAT","RNS7","15C","07B","N","I","N",""
"SAT","RNS7","15D","012","N","I","N",""
"SAT","RNS8","001","","N","I","","SWT1"
"SAT","RNS8","002","","N","I","","MP01"
"SAT","RNS8","003","","N","I","",""
"SAT","RNS8","004","011","N","I","N",""
"SAT","RNS8","005","","N","I","","0"
"SAT","RNS8","006","","N","I","","P"
"SAT","RNS8","007","","N","I","","06"
"SAT","RNS8","008","","N","I","","1120"
"SAT","RNS8","009","","N","I","","19"
"SAT","RNS8","010","002","N","I","N",""
"SAT","RNS8","011","003","N","I","N",""
"SAT","RNS8","012","004","N","D","",""
"SAT","RNS8","013","","N","D","","*ZEROS"
"SAT","RNS8","014","","N","D","","*ZEROS"
"SAT","RNS8","015","","N","I","",""
"SAT","RNS8","016","K2A","N","I","N",""
"SAT","RNS8","018","018","C","I","N",""
"SAT","RNS8","019","019","C","I","N",""
"SAT","RNS8","020","I22","N","I","N",""
"SAT","RNS8","021","018","C","I","N",""
"SAT","RNS8","022","037","N","D","N",""
"SAT","RNS8","023","049","N","I","N",""
"SAT","RNS8","024","","N","I","","*BLANKS"
"SAT","RNS8","025","030","N","I","N",""
"SAT","RNS8","026","031","N","I","N",""
"SAT","RNS8","027","032","N","D","N",""
"SAT","RNS8","028","APL","C","I","N",""
"SAT","RNS8","030","","N","I","","*ZEROS"
"SAT","RNS8","031","037","N","I","N",""
"SAT","RNS8","032","038","N","I","N",""
"SAT","RNS8","033","","N","I","","*ZEROS"
"SAT","RNS8","034","041","N","I","N",""
"SAT","RNS8","035","042","N","I","N",""
"SAT","RNS8","036","COM","N","I","N",""
"SAT","RNS8","037","","N","I","","0191729S00000000000000"
"SAT","RNS8","038","049","N","I","N",""
"SAT","RNS8","039","","N","I","","*ZEROS"
"SAT","RNS8","040","","N","I","","*ZEROS"
"SAT","RNS8","041","","N","I","","*BLANKS"
"SAT","RNS8","042","056","N","I","N",""
"SAT","RNS8","043","011","N","I","N",""
"SAT","RNS8","044","","N","I","","*DATE"
"SAT","RNS8","045","","N","I","","*ZEROS"
"SAT","RNS8","046","","N","I","","*ZEROS"
"SAT","RNS8","047","132","C","I","N",""
"SAT","RNS8","048","","N","I","","*ZEROS"
"SAT","RNS8","049","","N","I","","*ZEROS"
"SAT","RNS8","050","135","N","I","N",""
